Date,time,Out Temp.,Out hum.,Wind Dir.,Wind speed,SL Pressure,In T.,Today rain
30-07-2021,11:05,27.1,64%,090 (E),3.2 km/h,1013.7 hpa,28.5º,0.0 mm
30-07-2021,11:00,26.8,65%,180 (S),1.6 km/h,1013.7 hpa,28.5º,0.0 mm
30-07-2021,10:55,26.7,68%,-,0.0 km/h,1013.6 hpa,28.5º,0.0 mm
30-07-2021,10:50,26.4,71%,-,0.0 km/h,1013.7 hpa,28.5º,0.0 mm
30-07-2021,10:45,26.3,71%,157(SE),3.2 km/h,1013.7 hpa,28.5º,0.0 mm
30-07-2021,10:40,26.2,72%,090 (E),1.6 km/h,1013.6 hpa,28.5º,0.0 mm
30-07-2021,10:35,26.1,72%,157(SE),1.6 km/h,1013.7 hpa,28.5º,0.0 mm
30-07-2021,10:30,26.0,74%,180 (S),1.6 km/h,1013.7 hpa,28.5º,0.0 mm
30-07-2021,10:25,25.9,75%,-,0.0 km/h,1013.7 hpa,28.5º,0.0 mm
30-07-2021,10:20,25.7,75%,112 (E),1.6 km/h,1013.7 hpa,28.5º,0.0 mm
30-07-2021,10:15,25.4,75%,-,0.0 km/h,1013.7 hpa,28.6º,0.0 mm
30-07-2021,10:10,25.2,74%,135(SE),3.2 km/h,1013.7 hpa,28.7º,0.0 mm
30-07-2021,10:05,25.3,75%,135(SE),1.6 km/h,1013.7 hpa,28.7º,0.0 mm
30-07-2021,10:00,24.9,78%,-,0.0 km/h,1013.6 hpa,28.8º,0.0 mm
30-07-2021,09:55,24.4,82%,-,0.0 km/h,1013.7 hpa,28.8º,0.0 mm
30-07-2021,09:50,24.2,86%,-,0.0 km/h,1013.4 hpa,28.8º,0.0 mm
30-07-2021,09:45,23.7,88%,-,0.0 km/h,1013.4 hpa,28.7º,0.0 mm
30-07-2021,09:40,23.6,91%,-,0.0 km/h,1013.5 hpa,28.7º,0.0 mm
30-07-2021,09:35,23.2,92%,-,0.0 km/h,1013.4 hpa,28.6º,0.0 mm
30-07-2021,09:30,22.9,93%,-,0.0 km/h,1013.3 hpa,28.6º,0.0 mm
30-07-2021,09:25,22.6,93%,-,0.0 km/h,1013.3 hpa,28.5º,0.0 mm
30-07-2021,09:20,22.3,93%,-,0.0 km/h,1013.2 hpa,28.5º,0.0 mm
30-07-2021,09:15,22.3,93%,-,0.0 km/h,1013.2 hpa,28.4º,0.0 mm
30-07-2021,09:10,22.2,93%,-,0.0 km/h,1013.1 hpa,28.4º,0.0 mm
30-07-2021,09:05,22.2,93%,-,0.0 km/h,1013.0 hpa,28.3º,0.0 mm
30-07-2021,09:00,22.2,93%,-,0.0 km/h,1013.2 hpa,28.3º,0.0 mm
30-07-2021,08:55,22.1,93%,-,0.0 km/h,1013.1 hpa,28.3º,0.0 mm
30-07-2021,08:50,22.0,93%,-,0.0 km/h,1013.2 hpa,28.2º,0.0 mm
30-07-2021,08:45,22.0,93%,-,0.0 km/h,1013.0 hpa,28.2º,0.0 mm
30-07-2021,08:40,22.0,93%,-,0.0 km/h,1013.1 hpa,28.2º,0.0 mm
30-07-2021,08:35,22.0,94%,-,0.0 km/h,1013.1 hpa,28.1º,0.0 mm
30-07-2021,08:30,21.9,94%,-,0.0 km/h,1013.1 hpa,28.1º,0.0 mm
30-07-2021,08:25,21.8,93%,-,0.0 km/h,1013.0 hpa,28.1º,0.0 mm
30-07-2021,08:20,21.7,93%,-,0.0 km/h,1013.1 hpa,27.9º,0.0 mm
30-07-2021,08:15,21.7,93%,-,0.0 km/h,1013.1 hpa,27.9º,0.0 mm
30-07-2021,08:10,21.6,93%,-,0.0 km/h,1013.0 hpa,27.8º,0.0 mm
30-07-2021,08:05,21.7,93%,-,0.0 km/h,1013.0 hpa,27.8º,0.0 mm
30-07-2021,08:00,21.6,93%,-,0.0 km/h,1012.9 hpa,27.8º,0.0 mm
30-07-2021,07:55,21.6,93%,-,0.0 km/h,1012.9 hpa,27.8º,0.0 mm
30-07-2021,07:50,21.6,93%,-,0.0 km/h,1012.8 hpa,27.8º,0.0 mm
30-07-2021,07:45,21.6,93%,-,0.0 km/h,1012.9 hpa,27.8º,0.0 mm
30-07-2021,07:40,21.5,93%,-,0.0 km/h,1012.9 hpa,27.7º,0.0 mm
30-07-2021,07:35,21.4,93%,-,0.0 km/h,1012.8 hpa,27.7º,0.0 mm
30-07-2021,07:30,21.4,93%,-,0.0 km/h,1012.9 hpa,27.7º,0.0 mm
30-07-2021,07:25,21.4,93%,-,0.0 km/h,1012.8 hpa,27.6º,0.0 mm
30-07-2021,07:20,21.3,93%,-,0.0 km/h,1012.8 hpa,27.6º,0.0 mm
30-07-2021,07:15,21.3,93%,-,0.0 km/h,1012.7 hpa,27.6º,0.0 mm
30-07-2021,07:10,21.3,93%,-,0.0 km/h,1012.7 hpa,27.6º,0.0 mm
30-07-2021,07:05,21.2,92%,-,0.0 km/h,1012.7 hpa,27.6º,0.0 mm
30-07-2021,07:00,21.3,92%,135(SE),1.6 km/h,1012.5 hpa,27.6º,0.0 mm
30-07-2021,06:55,21.3,92%,112 (E),1.6 km/h,1012.5 hpa,27.7º,0.0 mm
30-07-2021,06:50,21.4,92%,-,0.0 km/h,1012.4 hpa,27.7º,0.0 mm
30-07-2021,06:45,21.4,92%,135(SE),1.6 km/h,1012.5 hpa,27.7º,0.0 mm
30-07-2021,06:40,21.4,92%,135(SE),1.6 km/h,1012.4 hpa,27.8º,0.0 mm
30-07-2021,06:35,21.4,91%,135(SE),3.2 km/h,1012.4 hpa,27.8º,0.0 mm
30-07-2021,06:30,21.5,91%,135(SE),1.6 km/h,1012.4 hpa,27.8º,0.0 mm
30-07-2021,06:25,21.7,91%,-,0.0 km/h,1012.4 hpa,27.8º,0.0 mm
30-07-2021,06:20,21.7,90%,157(SE),1.6 km/h,1012.5 hpa,27.9º,0.0 mm
30-07-2021,06:15,21.7,90%,135(SE),1.6 km/h,1012.6 hpa,27.9º,0.0 mm
30-07-2021,06:10,21.7,89%,112 (E),1.6 km/h,1012.6 hpa,28.1º,0.0 mm
30-07-2021,06:05,21.9,88%,112 (E),6.4 km/h,1012.6 hpa,28.3º,0.0 mm
30-07-2021,06:00,22.3,87%,135(SE),1.6 km/h,1012.5 hpa,28.4º,0.0 mm
30-07-2021,05:55,22.6,85%,135(SE),1.6 km/h,1012.6 hpa,28.5º,0.0 mm
30-07-2021,05:50,22.9,83%,-,0.0 km/h,1012.5 hpa,28.6º,0.0 mm
30-07-2021,05:45,22.9,83%,-,0.0 km/h,1012.3 hpa,28.7º,0.0 mm
30-07-2021,05:40,22.7,81%,-,0.0 km/h,1012.2 hpa,28.7º,0.0 mm
30-07-2021,05:35,22.8,82%,-,0.0 km/h,1012.1 hpa,28.7º,0.0 mm
30-07-2021,05:30,22.8,83%,-,0.0 km/h,1012.2 hpa,28.6º,0.0 mm
30-07-2021,05:25,22.9,83%,-,0.0 km/h,1012.3 hpa,28.7º,0.0 mm
30-07-2021,05:20,23.0,84%,-,0.0 km/h,1012.3 hpa,28.7º,0.0 mm
30-07-2021,05:15,22.9,83%,-,0.0 km/h,1012.4 hpa,28.7º,0.0 mm
30-07-2021,05:10,22.9,83%,-,0.0 km/h,1012.4 hpa,28.7º,0.0 mm
30-07-2021,05:05,22.9,83%,-,0.0 km/h,1012.3 hpa,28.7º,0.0 mm
30-07-2021,05:00,22.9,82%,-,0.0 km/h,1012.4 hpa,28.7º,0.0 mm
30-07-2021,04:55,23.0,82%,-,0.0 km/h,1012.4 hpa,28.7º,0.0 mm
30-07-2021,04:50,23.1,82%,-,0.0 km/h,1012.5 hpa,28.7º,0.0 mm
30-07-2021,04:45,23.1,82%,-,0.0 km/h,1012.5 hpa,28.7º,0.0 mm
30-07-2021,04:40,23.2,82%,-,0.0 km/h,1012.6 hpa,28.7º,0.0 mm
30-07-2021,04:35,23.2,82%,-,0.0 km/h,1012.6 hpa,28.7º,0.0 mm
30-07-2021,04:30,23.2,82%,-,0.0 km/h,1012.6 hpa,28.7º,0.0 mm
30-07-2021,04:25,23.3,82%,-,0.0 km/h,1012.6 hpa,28.7º,0.0 mm
30-07-2021,04:20,23.3,82%,-,0.0 km/h,1012.7 hpa,28.7º,0.0 mm
30-07-2021,04:15,23.4,82%,-,0.0 km/h,1012.8 hpa,28.7º,0.0 mm
30-07-2021,04:10,23.4,82%,-,0.0 km/h,1012.8 hpa,28.7º,0.0 mm
30-07-2021,04:05,23.4,81%,-,0.0 km/h,1012.9 hpa,28.7º,0.0 mm
30-07-2021,04:00,23.6,81%,-,0.0 km/h,1012.9 hpa,28.7º,0.0 mm
30-07-2021,03:55,23.7,81%,-,0.0 km/h,1012.9 hpa,28.7º,0.0 mm
30-07-2021,03:50,23.8,80%,-,0.0 km/h,1013.0 hpa,28.7º,0.0 mm
30-07-2021,03:45,23.9,79%,-,0.0 km/h,1013.0 hpa,28.8º,0.0 mm
30-07-2021,03:40,23.9,78%,-,0.0 km/h,1013.0 hpa,28.8º,0.0 mm
30-07-2021,03:35,23.9,78%,-,0.0 km/h,1013.0 hpa,28.8º,0.0 mm
30-07-2021,03:30,23.9,78%,270 (W),1.6 km/h,1013.0 hpa,28.8º,0.0 mm
30-07-2021,03:25,23.9,78%,270 (W),1.6 km/h,1013.0 hpa,28.8º,0.0 mm
30-07-2021,03:20,23.8,79%,270 (W),3.2 km/h,1013.0 hpa,28.8º,0.0 mm
30-07-2021,03:15,23.9,80%,270 (W),1.6 km/h,1012.9 hpa,28.8º,0.0 mm
30-07-2021,03:10,23.9,81%,270 (W),1.6 km/h,1013.0 hpa,28.8º,0.0 mm
30-07-2021,03:05,23.8,81%,270 (W),1.6 km/h,1012.9 hpa,28.8º,0.0 mm
30-07-2021,03:00,23.9,82%,270 (W),3.2 km/h,1012.9 hpa,28.7º,0.0 mm
30-07-2021,02:55,23.9,82%,270 (W),1.6 km/h,1012.9 hpa,28.7º,0.0 mm
30-07-2021,02:50,23.9,82%,270 (W),1.6 km/h,1013.0 hpa,28.7º,0.0 mm
30-07-2021,02:45,23.8,83%,270 (W),1.6 km/h,1013.0 hpa,28.7º,0.0 mm
30-07-2021,02:40,23.8,83%,270 (W),1.6 km/h,1013.1 hpa,28.7º,0.0 mm
30-07-2021,02:35,23.8,84%,270 (W),1.6 km/h,1013.1 hpa,28.7º,0.0 mm
30-07-2021,02:30,23.8,84%,270 (W),3.2 km/h,1013.1 hpa,28.7º,0.0 mm
30-07-2021,02:25,23.8,84%,270 (W),1.6 km/h,1013.1 hpa,28.7º,0.0 mm
30-07-2021,02:20,23.8,84%,270 (W),1.6 km/h,1013.1 hpa,28.7º,0.0 mm
30-07-2021,02:15,23.8,84%,270 (W),1.6 km/h,1013.1 hpa,28.7º,0.0 mm
30-07-2021,02:10,23.8,84%,270 (W),1.6 km/h,1013.2 hpa,28.6º,0.0 mm
30-07-2021,02:05,23.8,84%,270 (W),3.2 km/h,1013.1 hpa,28.6º,0.0 mm
30-07-2021,02:00,23.9,84%,270 (W),3.2 km/h,1013.2 hpa,28.6º,0.0 mm
30-07-2021,01:55,23.9,84%,270 (W),3.2 km/h,1013.3 hpa,28.6º,0.0 mm
30-07-2021,01:50,24.0,83%,270 (W),4.8 km/h,1013.4 hpa,28.6º,0.0 mm
30-07-2021,01:45,24.1,83%,270 (W),6.4 km/h,1013.4 hpa,28.5º,0.0 mm
30-07-2021,01:40,24.2,82%,270 (W),3.2 km/h,1013.4 hpa,28.5º,0.0 mm
30-07-2021,01:35,24.3,82%,270 (W),3.2 km/h,1013.5 hpa,28.5º,0.0 mm
30-07-2021,01:30,24.4,82%,270 (W),1.6 km/h,1013.5 hpa,28.4º,0.0 mm
30-07-2021,01:25,24.5,81%,247(SW),3.2 km/h,1013.5 hpa,28.4º,0.0 mm
30-07-2021,01:20,24.6,81%,247(SW),1.6 km/h,1013.4 hpa,28.4º,0.0 mm
30-07-2021,01:15,24.6,81%,247(SW),1.6 km/h,1013.4 hpa,28.3º,0.0 mm
30-07-2021,01:10,24.7,81%,270 (W),1.6 km/h,1013.4 hpa,28.3º,0.0 mm
30-07-2021,01:05,24.7,81%,225(SW),1.6 km/h,1013.4 hpa,28.2º,0.0 mm
30-07-2021,01:00,24.7,80%,225(SW),3.2 km/h,1013.4 hpa,28.2º,0.0 mm
30-07-2021,00:55,24.8,80%,270 (W),3.2 km/h,1013.4 hpa,28.1º,0.0 mm
30-07-2021,00:50,24.8,80%,247(SW),4.8 km/h,1013.3 hpa,28.1º,0.0 mm
30-07-2021,00:45,24.9,79%,225(SW),3.2 km/h,1013.2 hpa,27.9º,0.0 mm
30-07-2021,00:40,25.0,79%,247(SW),6.4 km/h,1013.2 hpa,27.9º,0.0 mm
30-07-2021,00:35,25.1,78%,270 (W),4.8 km/h,1013.2 hpa,27.8º,0.0 mm
30-07-2021,00:30,25.3,78%,247(SW),3.2 km/h,1013.2 hpa,27.8º,0.0 mm
30-07-2021,00:25,25.3,78%,292 (W),3.2 km/h,1013.2 hpa,27.8º,0.0 mm
30-07-2021,00:20,25.4,77%,270 (W),4.8 km/h,1013.2 hpa,27.7º,0.0 mm
30-07-2021,00:15,25.6,76%,225(SW),3.2 km/h,1013.2 hpa,27.6º,0.0 mm
30-07-2021,00:10,25.6,76%,225(SW),3.2 km/h,1013.2 hpa,27.4º,0.0 mm
30-07-2021,00:05,25.6,76%,247(SW),4.8 km/h,1013.1 hpa,27.4º,0.0 mm
30-07-2021,00:00,25.7,76%,247(SW),3.2 km/h,1013.1 hpa,27.3º,0.0 mm
29-07-2021,23:55,25.7,75%,270 (W),8.0 km/h,1013.0 hpa,27.3º,0.0 mm
29-07-2021,23:50,25.8,75%,270 (W),8.0 km/h,1012.9 hpa,27.4º,0.0 mm
29-07-2021,23:45,25.8,75%,270 (W),11.3 km/h,1012.9 hpa,27.6º,0.0 mm
29-07-2021,23:40,25.9,75%,270 (W),11.3 km/h,1012.8 hpa,27.7º,0.0 mm
29-07-2021,23:35,26.1,74%,270 (W),12.9 km/h,1012.9 hpa,27.7º,0.0 mm
29-07-2021,23:30,26.1,73%,270 (W),14.5 km/h,1012.8 hpa,27.6º,0.0 mm
29-07-2021,23:25,26.3,73%,270 (W),14.5 km/h,1012.7 hpa,27.4º,0.0 mm
29-07-2021,23:20,26.4,72%,270 (W),14.5 km/h,1012.8 hpa,27.3º,0.0 mm
29-07-2021,23:15,26.7,71%,270 (W),12.9 km/h,1012.8 hpa,27.3º,0.0 mm
29-07-2021,23:10,26.8,70%,270 (W),16.1 km/h,1012.6 hpa,27.4º,0.0 mm
29-07-2021,23:05,27.0,70%,270 (W),12.9 km/h,1012.6 hpa,27.4º,0.0 mm
29-07-2021,23:00,27.2,69%,270 (W),16.1 km/h,1012.6 hpa,27.6º,0.0 mm
29-07-2021,22:55,27.4,68%,270 (W),14.5 km/h,1012.4 hpa,27.6º,0.0 mm
29-07-2021,22:50,27.7,67%,270 (W),9.7 km/h,1012.4 hpa,27.6º,0.0 mm
29-07-2021,22:45,27.8,66%,270 (W),12.9 km/h,1012.3 hpa,27.3º,0.0 mm
29-07-2021,22:40,28.1,65%,270 (W),12.9 km/h,1012.2 hpa,27.2º,0.0 mm
29-07-2021,22:35,28.4,64%,270 (W),9.7 km/h,1012.1 hpa,27.1º,0.0 mm
29-07-2021,22:30,28.7,63%,247(SW),9.7 km/h,1012.0 hpa,27.2º,0.0 mm
29-07-2021,22:25,28.8,62%,247(SW),8.0 km/h,1011.8 hpa,27.2º,0.0 mm
29-07-2021,22:20,29.1,62%,270 (W),9.7 km/h,1011.8 hpa,27.3º,0.0 mm
29-07-2021,22:15,29.2,61%,270 (W),9.7 km/h,1011.8 hpa,27.4º,0.0 mm
29-07-2021,22:10,29.4,60%,270 (W),9.7 km/h,1011.7 hpa,27.6º,0.0 mm
29-07-2021,22:05,29.6,59%,270 (W),9.7 km/h,1011.8 hpa,27.7º,0.0 mm
29-07-2021,22:00,29.7,59%,270 (W),11.3 km/h,1011.6 hpa,27.7º,0.0 mm
29-07-2021,21:55,29.8,58%,270 (W),12.9 km/h,1011.6 hpa,27.8º,0.0 mm
29-07-2021,21:50,30.0,57%,270 (W),14.5 km/h,1011.5 hpa,27.7º,0.0 mm
29-07-2021,21:45,30.2,57%,270 (W),12.9 km/h,1011.5 hpa,27.6º,0.0 mm
29-07-2021,21:40,30.3,56%,270 (W),14.5 km/h,1011.4 hpa,27.4º,0.0 mm
29-07-2021,21:35,30.6,55%,270 (W),12.9 km/h,1011.3 hpa,27.6º,0.0 mm
29-07-2021,21:30,30.7,54%,270 (W),14.5 km/h,1011.3 hpa,27.6º,0.0 mm
29-07-2021,21:25,30.9,54%,270 (W),14.5 km/h,1011.3 hpa,27.7º,0.0 mm
29-07-2021,21:20,31.2,53%,270 (W),14.5 km/h,1011.3 hpa,27.7º,0.0 mm
29-07-2021,21:15,31.4,53%,270 (W),9.7 km/h,1011.2 hpa,27.7º,0.0 mm
29-07-2021,21:10,31.7,53%,270 (W),9.7 km/h,1011.2 hpa,27.4º,0.0 mm
29-07-2021,21:05,31.9,52%,270 (W),11.3 km/h,1011.1 hpa,27.3º,0.0 mm
29-07-2021,21:00,32.2,51%,270 (W),12.9 km/h,1011.1 hpa,27.2º,0.0 mm
29-07-2021,20:55,32.4,50%,270 (W),11.3 km/h,1011.1 hpa,27.3º,0.0 mm
29-07-2021,20:50,32.5,49%,270 (W),9.7 km/h,1011.1 hpa,27.3º,0.0 mm
29-07-2021,20:45,32.7,48%,270 (W),11.3 km/h,1011.1 hpa,27.4º,0.0 mm
29-07-2021,20:40,32.8,47%,270 (W),8.0 km/h,1010.9 hpa,27.4º,0.0 mm
29-07-2021,20:35,32.7,47%,270 (W),11.3 km/h,1010.9 hpa,27.6º,0.0 mm
29-07-2021,20:30,32.7,47%,270 (W),14.5 km/h,1010.9 hpa,27.6º,0.0 mm
29-07-2021,20:25,32.9,47%,270 (W),14.5 km/h,1010.9 hpa,27.7º,0.0 mm
29-07-2021,20:20,33.1,46%,270 (W),12.9 km/h,1010.9 hpa,27.7º,0.0 mm
29-07-2021,20:15,33.2,46%,270 (W),11.3 km/h,1010.8 hpa,27.8º,0.0 mm
29-07-2021,20:10,33.3,46%,270 (W),9.7 km/h,1010.8 hpa,27.8º,0.0 mm
29-07-2021,20:05,33.3,45%,270 (W),11.3 km/h,1010.8 hpa,27.8º,0.0 mm
29-07-2021,20:00,33.4,46%,270 (W),9.7 km/h,1010.7 hpa,27.9º,0.0 mm
29-07-2021,19:55,33.7,45%,270 (W),12.9 km/h,1010.8 hpa,27.9º,0.0 mm
29-07-2021,19:50,33.9,45%,270 (W),14.5 km/h,1010.7 hpa,28.1º,0.0 mm
29-07-2021,19:45,34.2,43%,247(SW),6.4 km/h,1010.5 hpa,28.1º,0.0 mm
29-07-2021,19:40,34.2,43%,270 (W),11.3 km/h,1010.4 hpa,28.2º,0.0 mm
29-07-2021,19:35,34.2,43%,225(SW),9.7 km/h,1010.6 hpa,28.3º,0.0 mm
29-07-2021,19:30,34.2,42%,247(SW),8.0 km/h,1010.6 hpa,28.3º,0.0 mm
29-07-2021,19:25,34.3,42%,270 (W),11.3 km/h,1010.6 hpa,28.4º,0.0 mm
29-07-2021,19:20,34.4,42%,247(SW),4.8 km/h,1010.6 hpa,28.5º,0.0 mm
29-07-2021,19:15,34.5,42%,270 (W),11.3 km/h,1010.7 hpa,28.6º,0.0 mm
29-07-2021,19:10,34.6,42%,202 (S),8.0 km/h,1010.6 hpa,28.6º,0.0 mm
29-07-2021,19:05,34.6,42%,247(SW),8.0 km/h,1010.6 hpa,28.7º,0.0 mm
29-07-2021,19:00,34.6,42%,247(SW),9.7 km/h,1010.6 hpa,28.8º,0.0 mm
29-07-2021,18:55,34.8,42%,180 (S),8.0 km/h,1010.5 hpa,28.9º,0.0 mm
29-07-2021,18:50,34.7,42%,202 (S),6.4 km/h,1010.5 hpa,29.1º,0.0 mm
29-07-2021,18:45,34.6,43%,247(SW),9.7 km/h,1010.6 hpa,29.2º,0.0 mm
29-07-2021,18:40,34.6,43%,247(SW),11.3 km/h,1010.6 hpa,29.3º,0.0 mm
29-07-2021,18:35,34.7,43%,247(SW),9.7 km/h,1010.5 hpa,29.4º,0.0 mm
29-07-2021,18:30,35.1,43%,270 (W),9.7 km/h,1010.6 hpa,29.5º,0.0 mm
29-07-2021,18:25,35.0,43%,270 (W),6.4 km/h,1010.5 hpa,29.6º,0.0 mm
29-07-2021,18:20,34.9,43%,270 (W),12.9 km/h,1010.5 hpa,29.7º,0.0 mm
29-07-2021,18:15,35.1,43%,270 (W),8.0 km/h,1010.4 hpa,29.8º,0.0 mm
29-07-2021,18:10,35.2,43%,270 (W),11.3 km/h,1010.5 hpa,29.8º,0.0 mm
29-07-2021,18:05,35.3,42%,247(SW),11.3 km/h,1010.5 hpa,29.8º,0.0 mm
29-07-2021,18:00,35.7,41%,270 (W),11.3 km/h,1010.3 hpa,29.7º,0.0 mm
29-07-2021,17:55,36.1,41%,270 (W),6.4 km/h,1010.3 hpa,29.7º,0.0 mm
29-07-2021,17:50,36.1,40%,225(SW),6.4 km/h,1010.5 hpa,29.6º,0.0 mm
29-07-2021,17:45,36.1,40%,270 (W),8.0 km/h,1010.4 hpa,29.5º,0.0 mm
29-07-2021,17:40,36.1,39%,180 (S),4.8 km/h,1010.6 hpa,29.5º,0.0 mm
29-07-2021,17:35,35.9,40%,247(SW),4.8 km/h,1010.6 hpa,29.4º,0.0 mm
29-07-2021,17:30,36.1,39%,270 (W),8.0 km/h,1010.7 hpa,29.4º,0.0 mm
29-07-2021,17:25,36.2,39%,270 (W),6.4 km/h,1010.7 hpa,29.4º,0.0 mm
29-07-2021,17:20,36.3,38%,225(SW),4.8 km/h,1010.8 hpa,29.5º,0.0 mm
29-07-2021,17:15,36.3,38%,270 (W),8.0 km/h,1010.6 hpa,29.6º,0.0 mm
29-07-2021,17:10,36.2,38%,225(SW),8.0 km/h,1010.7 hpa,29.8º,0.0 mm
29-07-2021,17:05,36.1,39%,135(SE),4.8 km/h,1010.8 hpa,29.9º,0.0 mm
29-07-2021,17:00,36.1,39%,180 (S),3.2 km/h,1011.0 hpa,30.1º,0.0 mm
29-07-2021,16:55,36.1,41%,067(NE),3.2 km/h,1011.0 hpa,30.3º,0.0 mm
29-07-2021,16:50,36.1,37%,247(SW),6.4 km/h,1011.0 hpa,30.5º,0.0 mm
29-07-2021,16:45,36.1,37%,247(SW),3.2 km/h,1011.1 hpa,30.6º,0.0 mm
29-07-2021,16:40,35.7,37%,270 (W),6.4 km/h,1011.1 hpa,30.7º,0.0 mm
29-07-2021,16:35,35.4,38%,247(SW),8.0 km/h,1011.3 hpa,30.9º,0.0 mm
29-07-2021,16:30,35.7,38%,270 (W),9.7 km/h,1011.4 hpa,31.1º,0.0 mm
29-07-2021,16:25,35.6,40%,270 (W),1.6 km/h,1011.3 hpa,30.9º,0.0 mm
29-07-2021,16:20,35.3,40%,202 (S),4.8 km/h,1011.4 hpa,30.9º,0.0 mm
29-07-2021,16:15,35.2,40%,270 (W),4.8 km/h,1011.5 hpa,30.9º,0.0 mm
29-07-2021,16:10,35.0,40%,247(SW),3.2 km/h,1011.6 hpa,30.9º,0.0 mm
29-07-2021,16:05,34.9,39%,270 (W),6.4 km/h,1011.7 hpa,30.9º,0.0 mm
29-07-2021,16:00,35.1,39%,270 (W),4.8 km/h,1011.8 hpa,30.9º,0.0 mm
29-07-2021,15:55,34.9,40%,270 (W),8.0 km/h,1011.8 hpa,30.9º,0.0 mm
29-07-2021,15:50,34.9,40%,270 (W),8.0 km/h,1011.8 hpa,30.8º,0.0 mm
29-07-2021,15:45,34.8,40%,202 (S),3.2 km/h,1011.9 hpa,30.8º,0.0 mm
29-07-2021,15:40,34.5,41%,247(SW),3.2 km/h,1011.9 hpa,30.8º,0.0 mm
29-07-2021,15:35,34.3,41%,270 (W),9.7 km/h,1011.9 hpa,30.8º,0.0 mm
29-07-2021,15:30,34.4,40%,-,0.0 km/h,1011.9 hpa,30.8º,0.0 mm
29-07-2021,15:25,34.3,40%,202 (S),4.8 km/h,1012.0 hpa,30.8º,0.0 mm
29-07-2021,15:20,34.0,42%,202 (S),1.6 km/h,1012.1 hpa,30.8º,0.0 mm
29-07-2021,15:15,33.8,43%,202 (S),1.6 km/h,1012.1 hpa,30.8º,0.0 mm
29-07-2021,15:10,33.7,41%,270 (W),4.8 km/h,1012.1 hpa,30.8º,0.0 mm
29-07-2021,15:05,33.6,43%,180 (S),3.2 km/h,1012.2 hpa,30.7º,0.0 mm
29-07-2021,15:00,33.6,43%,180 (S),3.2 km/h,1012.3 hpa,30.7º,0.0 mm
29-07-2021,14:55,33.2,44%,090 (E),1.6 km/h,1012.3 hpa,30.7º,0.0 mm
29-07-2021,14:50,32.9,45%,135(SE),1.6 km/h,1012.3 hpa,30.7º,0.0 mm
29-07-2021,14:45,32.8,45%,135(SE),1.6 km/h,1012.4 hpa,30.7º,0.0 mm
29-07-2021,14:40,32.6,45%,090 (E),4.8 km/h,1012.6 hpa,30.7º,0.0 mm
29-07-2021,14:35,32.6,46%,157(SE),4.8 km/h,1012.7 hpa,30.6º,0.0 mm
29-07-2021,14:30,32.3,46%,225(SW),4.8 km/h,1012.7 hpa,30.6º,0.0 mm
29-07-2021,14:25,32.2,46%,247(SW),8.0 km/h,1012.8 hpa,30.6º,0.0 mm
29-07-2021,14:20,32.2,46%,247(SW),6.4 km/h,1012.9 hpa,30.6º,0.0 mm
29-07-2021,14:15,32.2,46%,270 (W),4.8 km/h,1012.8 hpa,30.6º,0.0 mm
29-07-2021,14:10,32.0,46%,180 (S),6.4 km/h,1012.8 hpa,30.6º,0.0 mm
29-07-2021,14:05,31.8,47%,202 (S),8.0 km/h,1012.8 hpa,30.6º,0.0 mm
29-07-2021,14:00,31.7,47%,225(SW),6.4 km/h,1012.9 hpa,30.6º,0.0 mm
29-07-2021,13:55,31.7,47%,090 (E),6.4 km/h,1013.0 hpa,30.6º,0.0 mm
29-07-2021,13:50,31.8,47%,135(SE),4.8 km/h,1013.0 hpa,30.5º,0.0 mm
29-07-2021,13:45,31.7,47%,225(SW),6.4 km/h,1013.0 hpa,30.5º,0.0 mm
29-07-2021,13:40,31.6,47%,247(SW),6.4 km/h,1013.0 hpa,30.5º,0.0 mm
29-07-2021,13:35,31.8,45%,225(SW),4.8 km/h,1013.0 hpa,30.5º,0.0 mm
29-07-2021,13:30,31.8,44%,180 (S),4.8 km/h,1013.0 hpa,30.5º,0.0 mm
29-07-2021,13:25,31.8,44%,022 (N),4.8 km/h,1013.0 hpa,30.5º,0.0 mm
29-07-2021,13:20,31.8,44%,045(NE),4.8 km/h,1013.0 hpa,30.5º,0.0 mm
29-07-2021,13:15,31.7,42%,045(NE),3.2 km/h,1013.1 hpa,30.5º,0.0 mm
29-07-2021,13:10,31.6,41%,067(NE),3.2 km/h,1013.0 hpa,30.5º,0.0 mm
29-07-2021,13:05,31.6,41%,112 (E),3.2 km/h,1013.0 hpa,30.5º,0.0 mm
29-07-2021,13:00,31.7,41%,157(SE),3.2 km/h,1013.1 hpa,30.5º,0.0 mm
29-07-2021,12:55,31.5,41%,157(SE),3.2 km/h,1013.1 hpa,30.5º,0.0 mm
29-07-2021,12:50,31.3,42%,225(SW),4.8 km/h,1013.0 hpa,30.5º,0.0 mm
29-07-2021,12:45,31.2,44%,112 (E),3.2 km/h,1013.0 hpa,30.5º,0.0 mm
29-07-2021,12:40,31.2,45%,225(SW),1.6 km/h,1013.1 hpa,30.5º,0.0 mm
29-07-2021,12:35,31.5,45%,225(SW),1.6 km/h,1013.1 hpa,30.4º,0.0 mm
29-07-2021,12:30,31.6,44%,225(SW),1.6 km/h,1013.1 hpa,30.4º,0.0 mm
